footnote,applies_to,text
a,VAs-01.08,Excludes: Neonatal tetanus VAs-10.05
b,VAs-01.11,Excludes: Dengue VAs-01.12
c,VAs-04.01,"Includes: Ischaemic heart disease; Pulmonary embolism; Sudden cardiac death; Cardiac arrest, unspecified; Left ventricular failure; and Hypertensive heart disease with heart failure"
d,VAs-06.02,"Includes Alcoholic fibrosis/ cirrhosis; Toxic liver cirrhosis; Fibrosis and cirrhosis of liver, excluding alcoholic and toxic, but including 'unspecified liver cirrhosis'"
e,VAs-10.02,Includes: Hypoxia and respiratory distress
f,VAs-12.01; VAs-12.02,Distinction on the codes between VAs-12.01 and VAs 12.02 is on the basis whether the death was a road traffic accident. V01.1; V02.1; V03.1; V04.1; V05.1; V06.1; V09.2; V09.3; V10.4-V10.9; V11.4-V11.9; V12.4-V12.9; V13.4-V13.9; V14.4-V14.9; V15.4-V15.9; V16.4-V16.9; V17.4-V17.9; V18.4-V18.9; V19.4-V19.9; V20.4-V20.9; V21.4-V21.9; V22.4-V22.9; V23.4-V23.9; V24.4-V24.9; V25.4-V25.9; V26.4-V26.9; V27.4-V27.9; V28.4-V28.9; V29.4-V29.9; V30.5-V30.9; V31.5-V31.9; V32.5-V32.9; V33.5-V33.9; V34.5-V34.9; V35.5-V35.9; V36.5-V36.9; V37.5-V37.9; V38.5-V38.9; V39.4-V39.9; V40.5-V40.9; V41.5-V41.9; V42.5-V42.9; V43.5-V43.9; V44.5-V44.9; V45.5-V45.9; V46.5-V46.9; V47.5-V47.9; V48.5-V48.9; V49.4-V49.9; V50.5-V50.9; V51.5-V51.9; V52.5-V52.9; V53.5-V53.9; V54.5-V54.9; V55.5-V55.9; V56.5-V56.9; V57.5-V57.9; V58.5-V58.9; V59.4-V59.9; V60.5-V60.9; V61.5-V61.9; V62.5-V62.9; V63.5-V63.9; V64.5-V64.9; V65.5-V65.9; V66.5-V66.9; V67.5-V67.9; V68.5-V68.9; V69.4-V69.9; V70.5-V70.9; V71.5-V71.9; V72.5-V72.9; V73.5-V73.9; V74.5-V74.9; V75.5-V75.9; V76.5-V76.9; V77.5-V77.9; V78.5-V78.9; V79.4-V79.9; V80.0-V80.9; V81.1-V81.9; V82.1-V82.9; V83.0-V83.3; V84.0-V84.3; V85.0-V85.3; V86.0-V86.3; V87.0-V87.9; V89.2-V89.3; Y85.0; V90-V99; Y85.9
